Name,Address,City,State,Zip,County,Phone,Administrator,Licensee,Facility Number,Type,Status,Capacity,License Date,GPO
"ATRIA GOLDEN CREEK","33 CREEK RD","IRVINE",CA,92604,"ORANGE","(949) 786-5665","JAMES D. CRADDOCK","WG GOLDEN CREEK SH LP; ATRIA MANAGEMENT CO LLC",306000752,"RESIDENTIAL CARE ELDERLY",LICENSED,155,4/16/1998,"Premier, Vizient"
"BROOKDALE IRVINE","10 MARQUETTE","IRVINE",CA,92612,"ORANGE","(949) 854-3766","CARRIE GALLOWAY","BLC INN AT THE PARK LLC",306002954,"RESIDENTIAL CARE ELDERLY",LICENSED,155,8/10/2005,"Premier"
"GLEN TERRA ASSISTED LIVING","917 N LOUISE STREET","GLENDALE",CA,91207,"LOS ANGELES","(818) 291-1918","RECORDS, TERRY","ALF MANAGEMENT GROUP, INC.",197609005,"RESIDENTIAL CARE ELDERLY",LICENSED,155,8/2/2017,"None"
"HUNTINGTON RETIREMENT HOTEL","20920 EARL STREET","TORRANCE",CA,90503,"LOS ANGELES","(310) 370-5828","HEATHER ARGUETA","ADF INVESTMENTS",191600341,"RESIDENTIAL CARE ELDERLY",LICENSED,155,4/16/1988,"None"
"LODGE AT GLEN COVE, THE","140 GLEN COVE MARINA ROAD","VALLEJO",CA,94591,"SOLANO","(707) 653-4728","JASMINE SEIFFERT","GLEN COVE,VALLEJO CA, INC. ; CALSON MANAGEMENT,LLC",486803921,"RESIDENTIAL CARE ELDERLY",LICENSED,155,1/15/2021,"None"
"OAKMONT OF ORANGE","630 THE CITY DRIVE SOUTH","ORANGE",CA,92868,"ORANGE","(714) 880-8624","ANNA PASTORES","WELLTOWER ORANGE TENANT LLC;OAKMONT MGMT",306005740,"RESIDENTIAL CARE ELDERLY",LICENSED,155,12/24/2020,"Vizient"
"WESTMONT OF FRESNO","7442 & 7468 N MILLBROOK AVE","FRESNO",CA,93720,"FRESNO","(559) 446-1266","EDUARDO RANGEL","WESTMONT MGR GP LLC,GP OF FRESNO OPS;WESTMONT LVNG",107208908,"RESIDENTIAL CARE ELDERLY",LICENSED,155,7/11/2019,"Premier"
"ATRIA PALM DESERT","44300 SAN PASCUAL AVE","PALM DESERT",CA,92260,"RIVERSIDE","(760) 773-3772","FLORES, DENISE","WG PALM DESERT INC; ATRIA MANAGEMENT CO LLC",336400954,"RESIDENTIAL CARE ELDERLY",LICENSED,154,2/9/1996,"Vizient"
"HIGH DESERT HAVEN","1240 COLLEGE HEIGHTS BLVD.","RIDGECREST",CA,93555,"KERN","(760) 371-1989","POYTHRESS, LINDA","HIGH DESERT HAVEN, LLC",157209516,"RESIDENTIAL CARE ELDERLY",LICENSED,154,5/6/2025,"Premier"
"CARDINAL POINT AT MARINER SQUARE","2431 MARINER SQUARE DR","ALAMEDA",CA,94501,"ALAMEDA","(510) 337-1033","GERALD VADNAIS","CARDINAL PT MARINER, GALLAHER SR LVG; WELLQUEST",15601222,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,153,2/28/2006,"Premier, Vizient"
"ATRIA VALLEY VIEW","1228 ROSSMOOR PKWY","WALNUT CREEK",CA,94595,"CONTRA COSTA","(925) 937-7300","BINDRA, MONIQUE S","WG VALLEY VIEW SH LP; ATRIA MANAGEMENT CO LLC",75600353,"RESIDENTIAL CARE ELDERLY",LICENSED,153,6/25/1999,"Vizient"
"BROOKDALE SAN JOSE","1009 BLOSSOM RIVER WAY","SAN JOSE",CA,95123,"SANTA CLARA","(408) 445-7770","RYAN GOLZE","BLC-ATRIUM AT SAN JOSE LP",435202447,"RESIDENTIAL CARE ELDERLY",LICENSED,153,1/29/2015,"Premier"
"DISCOVERY VILLAGE SAN JOSE","1009 BLOSSOM RIVER WAY","SAN JOSE",CA,95123,"SANTA CLARA","(408) 445-7770","DONNER, ZEINAB","VOP SAN JOSE LP; ATCS II LLC (MGMT CO)",435202971,"RESIDENTIAL CARE ELDERLY",PENDING,153,,"None"
"MAINPLACE SENIOR LIVING","1800 1832 W. CULVER AVENUE","ORANGE",CA,92868,"ORANGE","(714) 978-2534","RHONWINN HIPOLITO","ORANGE SENIOR LIVING INC",306005636,"RESIDENTIAL CARE ELDERLY",LICENSED,153,11/13/2019,"Premier, Vizient"
"OAKMONT OF FULLERTON","433 W. BASTENCHURY ROAD","FULLERTON",CA,92835,"ORANGE","(714) 869-1940","SCHROEDER, LINDSAY","WELL OAK TENANT LLC;OAKMONT MANAGEMEMT GROUP LLC",306006224,"RESIDENTIAL CARE ELDERLY",LICENSED,152,1/26/2023,"Vizient"
"WESTMINSTER TERRACE","7571 WESTMINSTER BLVD","WESTMINSTER",CA,92683,"ORANGE","(714) 891-6608","CRISTINA MILLER","WESTMINSTER TERRACE LLC",306006195,"RESIDENTIAL CARE ELDERLY",LICENSED,152,3/6/2023,"Premier"
"WESTMONT OF CYPRESS","4889 & 4775 KATELLA AVE.","LOS ALAMITOS",CA,90720,"ORANGE","(858) 729-6720","NANCY RODRIGUEZ","WESTMONT LIVING, INC ; WM CYPRESS MGR.LP GP OF CYP",306005908,"RESIDENTIAL CARE ELDERLY",LICENSED,152,12/14/2021,"None"
"BYRON PARK","1700 TICE VALLEY BLVD","WALNUT CREEK",CA,94595,"CONTRA COSTA","(925) 937-1700","RICARDO ROMERO","WELL KISCO BYRON PARK TENANT LLC;KISCO SR LVG LLC",79201218,"RESIDENTIAL CARE ELDERLY",LICENSED,151,2/1/2023,"Premier"
"WELLQUEST OF MENIFEE LAKES","29914 ANTELOPE RD","MENIFEE",CA,92584,"RIVERSIDE","(951) 550-0500","EADS, JONETTA","WELLQUEST MENIFEE TENANTCO LLC, ; WELLQUEST LIVING",331881106,"RESIDENTIAL CARE ELDERLY",LICENSED,151,6/30/2021,"Premier"
"PACIFIC GROVE SENIOR LIVING","551 GIBSON AVENUE","PACIFIC GROVE",CA,93950,"MONTEREY","(831) 657-5200","JESSICA SANCHEZ","PACIFIC GROVE SENIOR LIVING LLC;CA SNR LVG MGT LLC",277209241,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,150,12/6/2022,"Premier"
"AEGIS LIVING CORTE MADERA","5555 PARADISE DRIVE","CORTE MADERA",CA,94925,"MARIN","(415) 483-1399","ABUSBAITAN,RABAH","BMSH II CORTE MADERA CA; AEGIS SENIOR COMMUNITIES",216803994,"RESIDENTIAL CARE ELDERLY",LICENSED,150,5/6/2022,"Premier"
"BELMONT VILLAGE ENCINO","15451 VENTURA BLVD","SHERMAN OAKS",CA,91403,"LOS ANGELES","(818) 788-8870","ABIGAIL TRAXLER","BELMONT VILLAGE ENCINO TENANT; BELMONT THREE LLC",197608466,"RESIDENTIAL CARE ELDERLY",LICENSED,150,6/1/2013,"Vizient"
"BELMONT VILLAGE HOLLYWOOD","2051 N HIGHLAND AVE","LOS ANGELES",CA,90068,"LOS ANGELES","(323) 874-7711","JANELLE TOPETE","BELMONT VILLAGE HOLLYWOOD TENANT; BELMONT THREE",197608467,"RESIDENTIAL CARE ELDERLY",LICENSED,150,6/1/2013,"Vizient"
"BELMONT VILLAGE RANCHO PALOS VERDES","5701 CRESTRIDGE RD","RANCHO PALOS VERDES",CA,90275,"LOS ANGELES","(310) 377-9977","BALBIN, RALPH","BELMONT VILLAGE RPV LLC; BELMONT THREE LLC",198601646,"RESIDENTIAL CARE ELDERLY",LICENSED,150,6/1/2013,"None"
"BELMONT VILLAGE SAN JOSE","500 S WINCHESTER BLVD","SAN JOSE",CA,95128,"SANTA CLARA","(408) 984-4767","RACHEL BROWN","BELMONT VILLAGE SAN JOSE TNNT & LP; BELMONT THREE",435202350,"RESIDENTIAL CARE ELDERLY",LICENSED,150,6/1/2013,"Vizient"
"BELMONT VILLAGE SUNNYVALE","1039 E EL CAMINO REAL","SUNNYVALE",CA,94087,"SANTA CLARA","(408) 720-8498","RADHIKA SINGH","BELMONT VILLAGE SUNNYVALE TNNT & LP; BELMONT THREE",435202351,"RESIDENTIAL CARE ELDERLY",LICENSED,150,4/1/2013,"Vizient"
"BRIDGEPOINT AT LOS ALTOS","1174 LOS ALTOS AVENUE","LOS ALTOS",CA,94022,"SANTA CLARA","(650) 948-7337","MEHRAD MOSHIRI","KRC LOS ALTOS LP & KISCO SENIOR LIVING, LLC",435200989,"RESIDENTIAL CARE ELDERLY",LICENSED,150,12/6/2001,"Premier, Vizient"
"BROOKDALE OCEAN HOUSE","2107 OCEAN AVE","SANTA MONICA",CA,90405,"LOS ANGELES","(310) 399-3227","HELEN LEE","BLC OCEAN HOUSE LP",198204758,"RESIDENTIAL CARE ELDERLY",LICENSED,150,8/18/2005,"Premier"
"CARLTON PLAZA OF DAVIS","2726 5TH STREET","DAVIS",CA,95618,"YOLO","(530) 564-7002","MIRIAM FARIS","CARLTON SENIOR LIVING, LLC.",577005341,"RESIDENTIAL CARE ELDERLY",LICENSED,150,3/21/2014,"Premier"
"CEDARS @ PARADISE VILLAGE","2740 E 4TH STREET","NATIONAL CITY",CA,91950,"SAN DIEGO","(619) 475-5040","WILLIAM LAWSON","PVHR, LLC",374602869,"RESIDENTIAL CARE ELDERLY",LICENSED,150,10/30/2009,"Premier"
"COGIR OF BRENTWOOD","150 CORTONA WAY","BRENTWOOD",CA,94513,"CONTRA COSTA","(925) 308-9040","FREETH, JEFFREY","WELL COGIR TENANT III LLC;COGIR MANAGEMENT USA INC",79201196,"RESIDENTIAL CARE ELDERLY",LICENSED,150,1/25/2023,"Premier"
"COUNTRY CREST ASSISTED LIVING","55 CONCORDIA LN","OROVILLE",CA,95966,"BUTTE","(530) 533-7857","DAVIS, IRENE","PACIFICA CONCORDIA LP; NORTHSTAR SENIOR LIVING",45002440,"RESIDENTIAL CARE ELDERLY",LICENSED,150,6/14/2012,"Premier"
"COUNTRY INN OF DOWNEY","11111 MYRTLE ST.","DOWNEY",CA,90241,"LOS ANGELES","(562) 869-2401","ANA YESENIA GIRON","MILOGA ENTERPRISES, INC.",197803745,"RESIDENTIAL CARE ELDERLY",LICENSED,150,1/22/2002,"Vizient"
"GOLDEN HAVEN","2324 LEVER BLVD.","STOCKTON",CA,95206,"SAN JOAQUIN","(209) 464-4743","ROWENA RAMIREZ","TRU-HEALTH, INC.",390312403,"RESIDENTIAL CARE ELDERLY",LICENSED,150,3/16/1990,"Vizient"
"GROVE AT LOS GATOS, THE","400 BLOSSOM HILL ROAD","LOS GATOS",CA,95032,"SANTA CLARA","(707) 592-4252","REYES, ALANA","BLOSSOM HILL LOS GATOS, INC.; CALSON MGMT, LLC",435202953,"RESIDENTIAL CARE ELDERLY",PENDING,150,,"None"
"IVY PARK AT CULVER CITY","4061 GRAND VIEW BLVD.","LOS ANGELES",CA,90066,"LOS ANGELES","(310) 390-0565","BRITTNEY BUCHANNAN","WELL IVY 6TENANT,LLC;OAKMONT MANAGEMENT GROUP, LLC",198320242,"RESIDENTIAL CARE ELDERLY",LICENSED,150,5/18/2022,"Premier, Vizient"
"IVY PARK AT MISSION VIEJO","27783 CENTER DRIVE","MISSION VIEJO",CA,92692,"ORANGE","(949) 364-6210","FOUDIL MANADI","MISSION VIEJO SUBTENANT;OAKMONT MGMT. GROUP, LLC",306005351,"RESIDENTIAL CARE ELDERLY",LICENSED,150,3/29/2018,"Vizient"
"LAKEWOOD GARDENS","12055 S. LAKEWOOD BLVD.","DOWNEY",CA,90242,"LOS ANGELES","(562) 869-4038","MARIE JEENE R DE CASTRO","MEH HEALTH MANAGEMENT, LLC",197606651,"RESIDENTIAL CARE ELDERLY",LICENSED,150,5/22/2006,"Vizient"
"MERRILL GARDENS AT BRENTWOOD","2600 BALFOUR RD","BRENTWOOD",CA,94513,"CONTRA COSTA","(925) 297-6841","SHIELDS, JERYL","HSVI GP, LLC, MERRILL GARDENS LLC",79201165,"RESIDENTIAL CARE ELDERLY",LICENSED,150,5/25/2022,"Premier"
"MERRILL GARDENS AT HUNTINGTON BEACH","17200 GOLDENWEST ST","HUNTINGTON BEACH",CA,92647,"ORANGE","(714) 842-6569","JOHNSON, JILL","SHI-III MG GP OF SHI-III HUNTINGTON BCH; MERRILL G",306005275,"RESIDENTIAL CARE ELDERLY",LICENSED,150,10/6/2017,"Premier, Vizient"
"MERRILL GARDENS AT MONTEREY","200 IRIS CANYON RD","MONTEREY",CA,93940,"MONTEREY","(831) 250-0930","TIFFANEY SANTORO","MERRILL GARDENS AT MONTEREY; MERRILL GARDENS LLC",275202591,"RESIDENTIAL CARE ELDERLY",LICENSED,150,5/25/2017,"Premier, Vizient"
"MERRILL GARDENS AT RANCHO CUCAMONGA","9942 HIGHLAND AVENUE","RANCHO CUCAMONGA",CA,91737,"SAN BERNARDINO","(909) 303-9545","USMAN CHAUDARY","SHI-III MG DEV, RANCHO CUCAMONGA; MERRILL GARDENS",361880525,"RESIDENTIAL CARE ELDERLY",LICENSED,150,10/1/2018,"Vizient"
"MERRILL GARDENS AT ROCKRIDGE","5238 CORONADO AVE","OAKLAND",CA,94618,"ALAMEDA","(510) 338-4543","NIARE DAWN FEASTER","SHI-III MG ROCKRIDGE GP LLC;MERRILL GARDENS LLC",19200879,"RESIDENTIAL CARE ELDERLY",LICENSED,150,1/23/2020,"Premier, Vizient"
"MERRILL GARDENS AT ROLLING HILLS ESTATES","627 SILVER SPUR RD","ROLLING HILLS",CA,90274,"LOS ANGELES","(310) 974-3339","TRACEY E HOLDER","SHI-III MG DEV, GP ROLLING HILLS; MERRILL GARDENS",198320089,"RESIDENTIAL CARE ELDERLY",LICENSED,150,10/8/2020,"None"
"MERRILL GARDENS AT WEST COVINA","1400 WEST COVINA PKWY","WEST COVINA",CA,91790,"LOS ANGELES","(626) 587-4318","FISCHER, SHERRY","SHI-III MG DEV GP, LLC; MERRILL GARDENS, LLC",198603348,"RESIDENTIAL CARE ELDERLY",LICENSED,150,10/1/2020,"Premier"
"MERRILL GARDENS AT WILLOW GLEN","1420 CURCI DRIVE","SAN JOSE",CA,95126,"SANTA CLARA","(408) 283-0941","GOLDEN, KIM","MG AT WILLOW GLEN, LP ;SHI-IV MERRILL GP,LLC;ET AL",435202807,"RESIDENTIAL CARE ELDERLY",LICENSED,150,11/3/2021,"Premier"
"OAKMONT OF CAMARILLO","305 DAVENPORT STREET","CAMARILLO",CA,93012,"VENTURA","(805) 738-3600","FOERSCHNER, BRADLEE","OAKMONT SR. LVNG. OF CAMARILLO OPCO, LLC; ET AL",565850169,"RESIDENTIAL CARE ELDERLY",LICENSED,150,10/11/2021,"Vizient"
"PENINSULA DEL REY","165 PIERCE STREET","DALY CITY",CA,94015,"SAN MATEO","(650) 992-2100","TAZAWA, KATHERINE","PDR SUBTENANT LLC, SRG CALIFORINA MGMT LLC",415601070,"RESIDENTIAL CARE ELDERLY",LICENSED,150,4/24/2020,"Premier"
"QUAIL PARK AT SHANNON RANCH","3330 & 3440 W FLAGSTAFF AVE","VISALIA",CA,93291,"TULARE","(559) 527-8245","MOYER, JEFF","NORTHWEST VISALIA SNR HOUSING; MILLENIUM ADVISORS",547209004,"RESIDENTIAL CARE ELDERLY",LICENSED,150,3/5/2020,"Vizient"
"REDWOODS, THE","40 CAMINO ALTO","MILL VALLEY",CA,94941,"MARIN","(415) 383-1600","ELENA DAVIDENKO","COMMUNITY CHURCH RETIREMENT CENTER",210102866,"RESIDENTIAL CARE ELDERLY",LICENSED,150,9/6/1980,"None"
"REGENCY PALMS COLTON","839 FAIRWAY DRIVE","COLTON",CA,92324,"SAN BERNARDINO","(949) 222-9119","MAHLER, KEN","GLOBAL REGENCY COLTON SENIOR CARE SERVICES LLC",365530333,"RESIDENTIAL CARE ELDERLY",PENDING,150,,"None"
"SANTA ANITA ASSISTED LIVING","5600 GRACEWOOD AVENUE","TEMPLE CITY",CA,91780,"LOS ANGELES","(626) 442-8410","JOEL NIBBLET","SANTA ANITA ASSISTED LIVING",198603535,"RESIDENTIAL CARE ELDERLY",LICENSED,150,6/2/2022,"None"
"STELLAR CARE","4518 54TH STREET","SAN DIEGO",CA,92115,"SAN DIEGO","(619) 287-2920","BRANDON CHO","STELLAR CARE, INC.",374603625,"RESIDENTIAL CARE ELDERLY",LICENSED,150,7/13/2015,"Premier"
"VILLAS AT STANFORD RANCH, THE","1430 W STANFORD RANCH RD","ROCKLIN",CA,95765,"PLACER","(916) 741-7050","TYNES, GRAYSON","STANFORD SENIOR LIVING 110 LLC;SEQUOIA SR LVG LLC",342700472,"RESIDENTIAL CARE ELDERLY",LICENSED,150,2/26/2019,"None"
"VIVANTE NEWPORT CENTER","850 SAN CLEMENTE DR","NEWPORT BEACH",CA,92660,"ORANGE","(760) 547-2863","FOOTE, LIANA","VIVANTE NEWPORT CTRR LLC; INTEGRAL SR LVG MGT LLC",306006180,"RESIDENTIAL CARE ELDERLY",LICENSED,150,11/21/2022,"None"
"MORNINGSTAR ASSISTED LIVING OF WEST SAN JOSE","1380 S DEANZA BLVD","SAN JOSE",CA,95129,"SANTA CLARA","(669) 295-6500","WELCH, JOYCE","SHP VI MS SAN JOSE LLC;MORNINGSTAR SENIOR MGMT LLC",435202895,"RESIDENTIAL CARE ELDERLY",LICENSED,149,12/18/2023,"Premier"
"CLEARWATER AT GLENDORA","333 W. DAWSON AVENUE","GLENDORA",CA,91740,"LOS ANGELES","(626) 885-0140","SAMPEDRO, TAMMIE","CLEARWATER AT GLENDORA OPCO, LLC;CSL BERSHIRE OPER",198603606,"RESIDENTIAL CARE ELDERLY",LICENSED,148,2/7/2023,"None"
"OAKMONT OF SILVER CREEK","3544 SAN FELIPE ROAD","SAN JOSE",CA,95135,"SANTA CLARA","(669) 200-2443","HOLLY SUITER","OKMT OF SR LVNG OF SLVR CRK OPCO LLC;OKMT MGMT GRP",435202898,"RESIDENTIAL CARE ELDERLY",LICENSED,148,10/27/2023,"None"
"TRUEWOOD BY MERRILL, CLOVIS","675 W ALLUVIAL AVENUE","CLOVIS",CA,93611,"FRESNO","(559) 325-8400","MAZON, PAMELA","MG CLOVIS SUBTENANT LLC; MERRILL GARDENS LLC",107209035,"RESIDENTIAL CARE ELDERLY",LICENSED,148,7/13/2020,"Premier"
"ENCINO TERRACE SENIOR LIVING","16025 VENTURA BLVD.","ENCINO",CA,91436,"LOS ANGELES","(818) 986-8466","JANNAT, SHAHRZAD","ENCINO TERRACE, LLC",197610647,"RESIDENTIAL CARE ELDERLY",PENDING,146,,"Premier"
"MAGNOLIA COURT","1111 ULATIS DR","VACAVILLE",CA,95687,"SOLANO","(707) 447-7100","MOSES, CANDICE","FSL MAGNOLIA COURT LLC;FIELDS SENIOR LIVING LLC",486803822,"RESIDENTIAL CARE ELDERLY",LICENSED,146,5/1/2019,"Premier"
"MAGNOLIA PLACE","8100 WESTWOLD DRIVE","BAKERSFIELD",CA,93311,"KERN","(661) 663-8400","ANDERSON, PAUL","FSL MAGNOLIA PLACE LLC",157208940,"RESIDENTIAL CARE ELDERLY",LICENSED,146,5/1/2019,"Premier"
"OLIVE BRANCH ASSISTED LIVING, THE","10215 BALBOA BLVD.","NORTHRIDGE",CA,91325,"LOS ANGELES","(818) 368-8581","CHARLES ARRIETA","NORTH HILLS RETIREMENT HOTEL, INC.",197606902,"RESIDENTIAL CARE ELDERLY",LICENSED,146,5/28/2008,"None"
"FRIENDS HOUSE","684 BENICIA DRIVE","SANTA ROSA",CA,95409,"SONOMA","(707) 538-0152","ROBERT RUBIO","FRONT PORCH COMMUNITIES AND SERVICES",496801929,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,145,12/27/2006,"Vizient"
"ALMOND HEIGHTS","8685 GREENBACK LN","ORANGEVALE",CA,95662,"SACRAMENTO","(916) 542-7988","MACDONALD, STEPHEN","ALMOND HEIGHTS MSL LLC;MSL COMMUNITY MGMT LLC",342700525,"RESIDENTIAL CARE ELDERLY",LICENSED,145,3/29/2019,"Premier"
"ATRIA DEL REY","8825 BASELINE RD","RANCHO CUCAMONGA",CA,91730,"SAN BERNARDINO","(909) 989-4346","DEGUZMAN, SAMUEL","WG DEL REY SH LP; ATRIA MANAGEMENT CO LLC",366400985,"RESIDENTIAL CARE ELDERLY",LICENSED,145,9/3/1996,"Vizient"
"BONITA VILLA SENIOR LIVING","3434 BONITA ROAD","CHULA VISTA",CA,91910,"SAN DIEGO","(619) 476-9444","REBECCA TOVES","PACFICA SL CA LLC;PACIFICA BONITA LP; BONITA MGR",374604544,"RESIDENTIAL CARE ELDERLY",LICENSED,145,1/20/2023,"Premier"
"BROOKDALE MIRAGE INN","72750 COUNTRY CLUB DR","RANCHO MIRAGE",CA,92270,"RIVERSIDE","(760) 346-7772","SPAUN, JOHN","BLC MIRAGE INN LP",336410691,"RESIDENTIAL CARE ELDERLY",LICENSED,145,8/16/2005,"Premier"
"EL CERRITO ROYALE","6510 GLADYS AVENUE","EL CERRITO",CA,94530,"CONTRA COSTA","(510) 234-5200","GIVENS, SONJA","BERG SENIOR SERVICES, LLC.",75600575,"RESIDENTIAL CARE ELDERLY",LICENSED,145,6/4/2002,"Vizient"
"HILLCREST ROYALE","190 EAST HILLCREST DRIVE","THOUSAND OAKS",CA,91360,"VENTURA","(805) 371-0035","INGA JAKOBOVICH","RETIREMENT HOME, INC., THE",565800734,"RESIDENTIAL CARE ELDERLY",LICENSED,145,6/28/2002,"None"
"NAZARETH HOUSE","6333 RANCHO MISSION ROAD","SAN DIEGO",CA,92108,"SAN DIEGO","(619) 563-0480","PETROSYAN, MILENA","NAZARETH HOUSE OF SAN DIEGO, INC.",372000400,"RESIDENTIAL CARE ELDERLY",LICENSED,145,2/1/1975,"Premier"
"SAGE MOUNTAIN SENIOR LIVING","3499 GRANDE VISTA DR","THOUSAND OAKS",CA,91320,"VENTURA","(805) 375-0695","BETSY MCCOY","SAGE MOUNTAIN SR. HOUSING PARTNERS; AGEMARK MGMT",565802462,"RESIDENTIAL CARE ELDERLY",LICENSED,145,11/8/2018,"Premier"
"SFAL - THE AVENUE","1035 VAN NESS AVENUE","SAN FRANCISCO",CA,94109,"SAN FRANCISCO","(415) 776-1800","WONG, TERESA","SAN FRANCISCO CARE CENTER, LP / MEL LEE MGMT, INC.",385600277,"RESIDENTIAL CARE ELDERLY",LICENSED,145,11/5/2004,"None"
"SILVERGATE FALLBROOK RETIREMENT RESIDENCE","420 ELBROOK DRIVE","FALLBROOK",CA,92028,"SAN DIEGO","(760) 728-8880","PATRICIA A MARTINEZ","AMERICARE HEALTH & RETIREMENT INC.,",374600907,"RESIDENTIAL CARE ELDERLY",LICENSED,145,2/18/2000,"Premier"
"VILLA SORRENTO","23450 MADISON","TORRANCE",CA,90505,"LOS ANGELES","(310) 539-6826","CARLA CHAN","MADISON RETIREMENT FACILITY, INC.",191600749,"RESIDENTIAL CARE ELDERLY",LICENSED,145,5/2/1989,"Premier"
"CARROLL'S RESIDENTIAL CARE","655 S MOLLISON AVE","EL CAJON",CA,92020,"SAN DIEGO","(619) 444-3181","MEYERS, BRYAN","THARON SAN DIEGO, LLC",374604690,"RESIDENTIAL CARE ELDERLY",LICENSED,144,7/19/2023,"Premier"
"OAKMONT OF VALENCIA","24070 COPPER HILL DRIVE","VALENCIA",CA,91354,"LOS ANGELES","(661) 568-6080","MYLA BELSON","OAKMONT SR. LVNG. OF VALENCIA OPCO, LLC: OAKMONT",197610183,"RESIDENTIAL CARE ELDERLY",LICENSED,144,9/21/2021,"Vizient"
"PALMS RETIREMENT CENTER","312 N ROOSEVELT AVE","FULLERTON",CA,92832,"ORANGE","(626) 353-4710","BARRIENTOS, ELEANOR","PALMS RETIREMENT CENTER INC",306006071,"RESIDENTIAL CARE ELDERLY",LICENSED,144,2/16/2022,"None"
"SKYPARK MANOR","5510 SKY PARKWAY","SACRAMENTO",CA,95823,"SACRAMENTO","(916) 422-5650","RICHARDSON, SHERRY","SKYPARK MANOR, LLC",342701097,"RESIDENTIAL CARE ELDERLY",LICENSED,144,11/3/2021,"None"
"VILLAS AT SAN BERNARDINO","2985 N G STREET","SAN BERNARDINO",CA,92405,"SAN BERNARDINO","(323) 475-1800","CARLTON, KENYA","VILLAS AT SAN BERNARDINO, LLC",365530213,"RESIDENTIAL CARE ELDERLY",LICENSED,144,9/30/2024,"Premier, Vizient"
"WOODLAKE, THE","1445 EXPO PARKWAY","SACRAMENTO",CA,95815,"SACRAMENTO","(916) 604-3780","PETER BLANCHARD","WOODLAKE CARE GROUP LLC;ONELIFE SENIOR LVNG LLC",342700594,"RESIDENTIAL CARE ELDERLY",LICENSED,144,6/8/2020,"Premier"
"WOODLAKE, THE","1445 EXPO PARKWAY","SACRAMENTO",CA,95815,"SACRAMENTO","(916) 472-5773","NICHOLS, MARTIN","OCC-SACRAMENTO, LLC; ONELIFE, LLC",342701551,"RESIDENTIAL CARE ELDERLY",PENDING,144,,"None"
"ARTESIA CHRISTIAN HOME","11614 EAST 183RD STREET","ARTESIA",CA,90701,"LOS ANGELES","(562) 865-5218","MICHELLE ROBISON","ARTESIA CHRISTIAN HOME, INC.",191500146,"RCFE-CONTINUING CARE RETIREMENT COMMUNITY",LICENSED,143,7/1/1971,"Vizient"
"ATRIA PARK OF VINTAGE HILLS","41780 BUTTERFIELD STAGE RD","TEMECULA",CA,92592,"RIVERSIDE","(951) 506-5555","MARIANO Q. HERNANDEZ","VENTAS AOC OPERATING HOLDINGS; ATRIA MANAGEMENT CO",336426083,"RESIDENTIAL CARE ELDERLY",LICENSED,143,6/30/2014,"Premier"
"CHATEAU AT RIVER'S EDGE, THE","641 FEATURE DR","SACRAMENTO",CA,95825,"SACRAMENTO","(916) 921-1970","MARIANNE R RICHARDSON","RIVER'S EDGE OPCO LLC; SRG SACRAMENTO MGT LLC",342700579,"RESIDENTIAL CARE ELDERLY",LICENSED,143,10/25/2019,"None"
"ESCONDIDO SENIOR LIVING","1351 E WASHINGTON AVE","ESCONDIDO",CA,92027,"SAN DIEGO","(760) 741-3055","SHAUN MCGUIRK","PACIFICA NORTH CNTY & PAC N CNTY; NORTH COUNTY MGR",374603451,"RESIDENTIAL CARE ELDERLY",LICENSED,143,11/1/2013,"Premier"
"ATRIA RANCHO MIRAGE","34560 BOB HOPE DRIVE","RANCHO MIRAGE",CA,92270,"RIVERSIDE","(760) 770-7737","MONIQUE MOREIRA","AOC CA OPCO GP PTR,GP OF AOC RANCHO MIRAGE; ATRIA",331880734,"RESIDENTIAL CARE ELDERLY",LICENSED,142,9/24/2019,"None"
"DOMINICAN OAKS","3400 PAUL SWEET ROAD","SANTA CRUZ",CA,95065,"SANTA CRUZ","(831) 462-6257","KATHERINE WILL","DOMINICAN OAKS CORPORATION",440708773,"RESIDENTIAL CARE ELDERLY",LICENSED,142,5/22/1991,"Premier"
"ELIM SILVERTOWN","1126 S. WESTMORELAND AVE.","LOS ANGELES",CA,90006,"LOS ANGELES","(213) 736-7777","CHA, TAMMIE","ELIM SILVERTOWN, INC.",198603774,"RESIDENTIAL CARE ELDERLY",LICENSED,142,2/14/2025,"None"
"IVY PARK AT HUNTINGTON BEACH","7401 & 7351 YORKTOWN AVE.","HUNTINGTON BEACH",CA,92648,"ORANGE","(714) 536-3032","REAMER-YU, BRYAN","TRANSFORMER OPCO LLC;OAKMONT MANAGEMENT GROUP LLC",306006456,"RESIDENTIAL CARE ELDERLY",LICENSED,142,11/5/2024,"None"
"OAKMONT OF WESTPARK","2400 PLEASANT GROVE BLVD.","ROSEVILLE",CA,95747,"PLACER","(916) 545-8904","FLECK, BARBARA","WELL OAK TENANT LLC;OAKMONT MANAGEMENT GROUP LLC",315002955,"RESIDENTIAL CARE ELDERLY",LICENSED,142,2/3/2023,"Vizient"
